Gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
SLC39A10	3.10E-11	0.405723095	0.315	0.172	5.16E-07	Exc_3	SLC39A10
MMP17	3.26E-11	0.373193694	0.27	0.14	5.42E-07	Exc_3	MMP17
PDE7A	3.61E-11	0.342108455	0.28	0.148	6.01E-07	Exc_3	PDE7A
MAN2A1	4.19E-11	0.309548717	0.347	0.197	6.96E-07	Exc_3	MAN2A1
MSRA1	5.02E-11	0.251720622	0.78	0.597	8.35E-07	Exc_3	MSRA
PPIP5K1	5.52E-11	0.29001204	0.283	0.149	9.19E-07	Exc_3	PPIP5K1
NEK11	5.69E-11	0.34926967	0.257	0.131	9.46E-07	Exc_3	NEK11
1-Mar	5.88E-11	0.284049636	0.643	0.439	9.79E-07	Exc_3	1-Mar
ABLIM22	7.47E-11	0.289924074	0.503	0.321	1.24E-06	Exc_3	ABLIM2
FMN1	1.67E-10	0.289238732	0.426	0.259	2.78E-06	Exc_3	FMN1
PLXNA4	1.72E-10	0.254203381	0.537	0.347	2.87E-06	Exc_3	PLXNA4
LPGAT1	1.96E-10	0.279293294	0.278	0.147	3.27E-06	Exc_3	LPGAT1
EPB41L21	2.20E-10	0.287666479	0.497	0.323	3.66E-06	Exc_3	EPB41L2
SYT16	2.70E-10	0.320507269	0.444	0.28	4.49E-06	Exc_3	SYT16
KCNK11	3.12E-10	0.330977417	0.27	0.143	5.19E-06	Exc_3	KCNK1
SSBP3	4.64E-10	0.318132077	0.352	0.209	7.72E-06	Exc_3	SSBP3
TTC39C	5.31E-10	0.332077934	0.331	0.193	8.83E-06	Exc_3	TTC39C
RAPGEF4	7.61E-10	0.317957298	0.558	0.378	1.27E-05	Exc_3	RAPGEF4
PPP2R2C1	9.10E-10	0.261586051	0.505	0.328	1.51E-05	Exc_3	PPP2R2C
SYN2	9.94E-10	0.250544386	0.669	0.471	1.65E-05	Exc_3	SYN2
VPS13D	1.22E-09	0.310838081	0.481	0.322	2.03E-05	Exc_3	VPS13D
KIAA0319	1.30E-09	0.284376989	0.265	0.14	2.16E-05	Exc_3	KIAA0319
SCAI	1.35E-09	0.265982997	0.431	0.276	2.24E-05	Exc_3	SCAI
SCN2A	1.50E-09	0.276160506	0.556	0.376	2.49E-05	Exc_3	SCN2A
MTCL11	1.78E-09	0.359069936	0.251	0.136	2.97E-05	Exc_3	MTCL1
ZFYVE9	1.87E-09	0.293799767	0.402	0.253	3.11E-05	Exc_3	ZFYVE9
SPAG16	1.94E-09	0.256775931	0.378	0.225	3.23E-05	Exc_3	SPAG16
CDH10	1.95E-09	0.307307569	0.444	0.285	3.25E-05	Exc_3	CDH10
SH3GL3	2.75E-09	0.268604872	0.511	0.339	4.58E-05	Exc_3	SH3GL3
DLGAP4	3.09E-09	0.300033816	0.407	0.258	5.14E-05	Exc_3	DLGAP4
SYP	4.19E-09	0.267865387	0.492	0.33	6.96E-05	Exc_3	SYP
SPATS2L	4.55E-09	0.298474365	0.317	0.186	7.58E-05	Exc_3	SPATS2L
ACTN41	4.86E-09	0.269018465	0.27	0.148	8.09E-05	Exc_3	ACTN4
EXT1	5.83E-09	0.261499155	0.529	0.356	9.70E-05	Exc_3	EXT1
SMARCC1	6.19E-09	0.32348945	0.299	0.177	0.000102971	Exc_3	SMARCC1
RAB40C1	6.24E-09	0.322744314	0.304	0.18	0.00010388	Exc_3	RAB40C
GTDC1	7.37E-09	0.254033611	0.458	0.302	0.000122677	Exc_3	GTDC1
TTC9B	8.35E-09	0.256531623	0.259	0.141	0.000138897	Exc_3	TTC9B
GPATCH8	1.02E-08	0.277911814	0.577	0.414	0.000170177	Exc_3	GPATCH8
MPPED21	1.60E-08	0.304471331	0.312	0.188	0.000266703	Exc_3	MPPED2
FOCAD1	1.69E-08	0.257394293	0.556	0.404	0.000280814	Exc_3	FOCAD
ZEB1	2.20E-08	0.27592126	0.458	0.306	0.000365522	Exc_3	ZEB1
SCN3A	2.92E-08	0.298597529	0.429	0.284	0.000485264	Exc_3	SCN3A
CDKL5	2.97E-08	0.255941106	0.394	0.249	0.000494072	Exc_3	CDKL5
NEO11	3.03E-08	0.264846121	0.37	0.233	0.000504189	Exc_3	NEO1
BSN1	4.93E-08	0.279254577	0.28	0.166	0.000820673	Exc_3	BSN
KIAA1549L1	6.89E-08	0.315745027	0.452	0.317	0.00114558	Exc_3	KIAA1549L
EXOC61	7.63E-08	0.254157053	0.434	0.29	0.001270016	Exc_3	EXOC6
SNAP251	1.07E-07	0.263447559	0.704	0.538	0.00177854	Exc_3	SNAP25
FBXL2	1.33E-07	0.273905068	0.286	0.173	0.002211507	Exc_3	FBXL2
RANBP17	1.83E-07	0.270149706	0.265	0.154	0.003040665	Exc_3	RANBP17
ZDHHC141	2.36E-07	0.252677981	0.45	0.31	0.003922569	Exc_3	ZDHHC14
FUT91	3.59E-07	0.251960421	0.55	0.391	0.005976609	Exc_3	FUT9
VTI1A	8.47E-07	0.255938755	0.386	0.254	0.014093178	Exc_3	VTI1A
MBNL21	9.45E-07	0.254895367	0.45	0.309	0.015723739	Exc_3	MBNL2
SPATS21	1.08E-06	0.257945132	0.296	0.189	0.017886258	Exc_3	SPATS2
JAK2	1.11E-06	0.267566215	0.278	0.173	0.018469854	Exc_3	JAK2
BDP1	1.25E-05	0.265072239	0.349	0.252	0.207978826	Exc_3	BDP1
ADARB2	0	2.778818758	0.997	0.136	0	Inh_1	ADARB2
RGS12	2.81E-188	1.699121341	0.796	0.178	4.67E-184	Inh_1	RGS12
PLD5	3.31E-168	1.694969572	0.641	0.112	5.51E-164	Inh_1	PLD5
GALNTL6	5.71E-130	1.551881902	0.913	0.472	9.50E-126	Inh_1	GALNTL6
ERBB41	9.32E-130	1.350100368	0.98	0.583	1.55E-125	Inh_1	ERBB4
THSD7B	8.18E-129	1.589965351	0.329	0.03	1.36E-124	Inh_1	THSD7B
SYNPR	4.09E-95	1.31132247	0.671	0.214	6.81E-91	Inh_1	SYNPR
L3MBTL4	2.16E-94	1.304850488	0.583	0.163	3.60E-90	Inh_1	L3MBTL4
CHRNA7	4.88E-94	1.167409457	0.297	0.036	8.13E-90	Inh_1	CHRNA7
CNTNAP2	2.79E-93	0.918287964	0.997	0.91	4.65E-89	Inh_1	CNTNAP2
GRIK2	3.29E-86	1.039884458	0.927	0.631	5.48E-82	Inh_1	GRIK2
SLC24A3	2.52E-80	1.19354543	0.513	0.136	4.20E-76	Inh_1	SLC24A3
C8orf34	4.91E-76	1.313326465	0.466	0.123	8.17E-72	Inh_1	C8orf34
PTPRE	6.80E-74	1.166653187	0.496	0.141	1.13E-69	Inh_1	PTPRE
SDK1	3.38E-72	1.213707328	0.577	0.191	5.63E-68	Inh_1	SDK1
NRXN3	2.45E-70	0.631563395	0.994	0.916	4.08E-66	Inh_1	NRXN3
KAZN	5.69E-70	0.693462931	0.994	0.746	9.46E-66	Inh_1	KAZN
ZNF536	3.63E-67	0.960387174	0.516	0.148	6.04E-63	Inh_1	ZNF536
GRIP1	1.09E-64	0.960595893	0.825	0.429	1.81E-60	Inh_1	GRIP1
BTBD11	4.03E-64	0.980988326	0.303	0.056	6.70E-60	Inh_1	BTBD11
ROBO1	7.99E-64	1.069940245	0.77	0.416	1.33E-59	Inh_1	ROBO1
RELN	1.92E-62	1.606915327	0.28	0.05	3.19E-58	Inh_1	RELN
KIAA1211	2.77E-62	0.97404871	0.434	0.116	4.62E-58	Inh_1	KIAA1211
DOCK10	3.01E-59	0.904019245	0.487	0.148	5.01E-55	Inh_1	DOCK10
NHS	4.90E-57	0.980018684	0.376	0.097	8.16E-53	Inh_1	NHS
ROBO2	1.23E-54	0.709594433	0.968	0.804	2.05E-50	Inh_1	ROBO2
SNTG11	8.46E-53	0.829808098	0.895	0.688	1.41E-48	Inh_1	SNTG1
DAB11	6.55E-51	0.672867622	0.91	0.589	1.09E-46	Inh_1	DAB1
THSD7A	1.06E-50	1.018395318	0.563	0.241	1.77E-46	Inh_1	THSD7A
KCNT2	5.13E-50	1.038644668	0.501	0.193	8.54E-46	Inh_1	KCNT2
CCNH	1.63E-49	1.011408885	0.586	0.268	2.70E-45	Inh_1	CCNH
PLPPR1	2.85E-48	0.856101931	0.324	0.082	4.75E-44	Inh_1	PLPPR1
FGF14	1.48E-46	0.534218782	0.956	0.816	2.47E-42	Inh_1	FGF14
GRIN2D	1.91E-46	0.866273959	0.262	0.057	3.18E-42	Inh_1	GRIN2D
DSCAM1	7.75E-46	0.580984745	0.913	0.646	1.29E-41	Inh_1	DSCAM
FRMD4A	4.12E-44	0.543912562	0.965	0.868	6.85E-40	Inh_1	FRMD4A
SNRPN	9.17E-42	0.744281066	0.501	0.195	1.53E-37	Inh_1	SNRPN
ENTPD3	3.11E-41	0.814277543	0.262	0.064	5.18E-37	Inh_1	ENTPD3
ZNF385D	3.27E-41	1.022777861	0.548	0.24	5.43E-37	Inh_1	ZNF385D
SHISA6	6.20E-41	0.970027701	0.426	0.159	1.03E-36	Inh_1	SHISA6
KCNIP1	9.29E-41	0.861170856	0.408	0.139	1.55E-36	Inh_1	KCNIP1
ASIC21	1.09E-39	0.670486	0.889	0.668	1.82E-35	Inh_1	ASIC2
ANO4	6.00E-39	0.729719704	0.507	0.207	9.98E-35	Inh_1	ANO4
CNTN51	1.07E-37	0.885702695	0.851	0.648	1.78E-33	Inh_1	CNTN5
GAD1	2.80E-35	0.723468845	0.274	0.076	4.66E-31	Inh_1	GAD1
GRID2	6.48E-35	0.714200489	0.793	0.551	1.08E-30	Inh_1	GRID2
INPP4B1	2.37E-34	0.997186784	0.586	0.328	3.95E-30	Inh_1	INPP4B
NLGN1	3.67E-34	0.581909492	0.898	0.738	6.11E-30	Inh_1	NLGN1
NPAS31	1.22E-33	0.545752278	0.866	0.667	2.04E-29	Inh_1	NPAS3
GALNT131	1.72E-33	0.866356094	0.542	0.282	2.86E-29	Inh_1	GALNT13
SEZ6L1	8.31E-33	0.818469799	0.504	0.244	1.38E-28	Inh_1	SEZ6L
ZNF804A	4.34E-31	0.749825496	0.373	0.145	7.23E-27	Inh_1	ZNF804A
SEMA6D	1.54E-30	0.975404666	0.391	0.167	2.57E-26	Inh_1	SEMA6D
SLC44A51	6.09E-30	0.702903141	0.595	0.332	1.01E-25	Inh_1	SLC44A5
SPOCK3	1.24E-29	0.523363924	0.516	0.235	2.07E-25	Inh_1	SPOCK3
CNTNAP41	3.81E-29	0.791292219	0.431	0.191	6.33E-25	Inh_1	CNTNAP4
GRM71	4.27E-29	0.654481202	0.787	0.555	7.11E-25	Inh_1	GRM7
CHRM31	1.38E-26	0.609936634	0.776	0.543	2.30E-22	Inh_1	CHRM3
VWC2	5.96E-26	0.731724593	0.265	0.091	9.92E-22	Inh_1	VWC2
CCSER11	1.46E-25	0.482716208	0.854	0.671	2.43E-21	Inh_1	CCSER1
CHST111	2.58E-25	0.697555554	0.434	0.206	4.29E-21	Inh_1	CHST11
MTSS1	5.39E-25	0.669108053	0.344	0.141	8.97E-21	Inh_1	MTSS1
MTUS2	9.30E-25	0.654498635	0.679	0.477	1.55E-20	Inh_1	MTUS2
SORCS3	7.21E-24	0.724286652	0.449	0.228	1.20E-19	Inh_1	SORCS3
FSTL5	1.00E-23	0.858988872	0.458	0.245	1.66E-19	Inh_1	FSTL5
MYT1L1	1.46E-22	0.47626581	0.805	0.589	2.43E-18	Inh_1	MYT1L
REV3L1	6.81E-22	0.548478316	0.592	0.366	1.13E-17	Inh_1	REV3L
TCF4	9.33E-22	0.481886911	0.752	0.542	1.55E-17	Inh_1	TCF4
TENM3	1.33E-21	0.57388897	0.574	0.333	2.22E-17	Inh_1	TENM3
KIAA14561	2.58E-21	0.580441308	0.254	0.094	4.29E-17	Inh_1	KIAA1456
LINGO22	9.72E-21	0.495002168	0.799	0.626	1.62E-16	Inh_1	LINGO2
NR3C21	2.46E-20	0.678285428	0.402	0.209	4.09E-16	Inh_1	NR3C2
CSMD11	4.34E-20	0.38725728	0.965	0.933	7.23E-16	Inh_1	CSMD1
GABRG31	7.46E-20	0.504743324	0.659	0.44	1.24E-15	Inh_1	GABRG3
CACNA1D	1.04E-19	0.55234342	0.586	0.394	1.73E-15	Inh_1	CACNA1D
GTF2IRD1	2.64E-19	0.60659379	0.379	0.189	4.40E-15	Inh_1	GTF2IRD1
HIVEP3	4.22E-19	0.55222623	0.603	0.413	7.02E-15	Inh_1	HIVEP3
VWC2L1	6.91E-19	0.640037146	0.251	0.099	1.15E-14	Inh_1	VWC2L
CSMD3	1.06E-18	0.436756187	0.81	0.657	1.77E-14	Inh_1	CSMD3
CCK	3.16E-18	0.88203898	0.257	0.107	5.26E-14	Inh_1	CCK
PAK3	3.90E-18	0.491033588	0.598	0.409	6.49E-14	Inh_1	PAK3
CNTN4	4.83E-18	0.546704678	0.688	0.517	8.03E-14	Inh_1	CNTN4
RAB3C	7.80E-18	0.565750848	0.376	0.188	1.30E-13	Inh_1	RAB3C
SRGAP2C	9.78E-18	0.575628647	0.405	0.22	1.63E-13	Inh_1	SRGAP2C
LRRC4C	2.68E-17	0.378223347	0.819	0.673	4.46E-13	Inh_1	LRRC4C
ANKRD30BL	6.31E-17	0.494505779	0.577	0.38	1.05E-12	Inh_1	ANKRD30BL
RANBP171	8.30E-17	0.560652401	0.315	0.151	1.38E-12	Inh_1	RANBP17
LARGE	1.29E-16	0.430139153	0.77	0.643	2.14E-12	Inh_1	LARGE
KCNJ31	5.68E-16	0.565798609	0.411	0.239	9.46E-12	Inh_1	KCNJ3
DNAH14	7.81E-16	0.582271589	0.265	0.119	1.30E-11	Inh_1	DNAH14
SLC6A12	1.16E-15	0.479292862	0.294	0.135	1.93E-11	Inh_1	SLC6A1
HDAC91	1.58E-15	0.53846871	0.507	0.326	2.63E-11	Inh_1	HDAC9
MACROD2	1.06E-14	0.365012362	0.843	0.733	1.77E-10	Inh_1	MACROD2
GNAL1	1.86E-14	0.50383015	0.289	0.139	3.09E-10	Inh_1	GNAL
WBSCR17	2.97E-14	0.668471914	0.633	0.523	4.95E-10	Inh_1	WBSCR17
SRGAP2B	1.42E-13	0.473220139	0.394	0.231	2.36E-09	Inh_1	SRGAP2B
DNER	1.44E-13	0.507993254	0.274	0.134	2.39E-09	Inh_1	DNER
PPM1E	1.53E-13	0.477675703	0.522	0.348	2.54E-09	Inh_1	PPM1E
SRGAP2	1.54E-13	0.453492635	0.411	0.245	2.56E-09	Inh_1	SRGAP2
ANKH	1.60E-13	0.542352187	0.362	0.209	2.66E-09	Inh_1	ANKH
OXR1	6.84E-13	0.35465934	0.784	0.633	1.14E-08	Inh_1	OXR1
IL1RAPL11	6.94E-13	0.272890469	0.883	0.776	1.15E-08	Inh_1	IL1RAPL1
SCMH1	7.59E-13	0.48119512	0.469	0.309	1.26E-08	Inh_1	SCMH1
NMNAT2	1.34E-12	0.409674912	0.51	0.338	2.23E-08	Inh_1	NMNAT2
PLXNA41	1.77E-12	0.48702732	0.507	0.351	2.94E-08	Inh_1	PLXNA4
NCOA11	2.04E-12	0.449803001	0.656	0.547	3.40E-08	Inh_1	NCOA1
KCNQ1	3.46E-12	0.511751718	0.259	0.13	5.75E-08	Inh_1	KCNQ1
RERG1	6.19E-12	0.3764931	0.257	0.122	1.03E-07	Inh_1	RERG
RIMS2	7.51E-12	0.342972932	0.828	0.718	1.25E-07	Inh_1	RIMS2
RIPOR2	9.38E-12	0.455014642	0.259	0.132	1.56E-07	Inh_1	RIPOR2
MLLT4	2.00E-11	0.410251818	0.327	0.185	3.32E-07	Inh_1	MLLT4
RALGPS1	2.07E-11	0.437423939	0.382	0.234	3.44E-07	Inh_1	RALGPS1
FRMPD41	3.11E-11	0.35984732	0.776	0.629	5.17E-07	Inh_1	FRMPD4
NBEA	3.18E-11	0.397190772	0.767	0.664	5.30E-07	Inh_1	NBEA
TTC281	3.26E-11	0.359752044	0.548	0.386	5.43E-07	Inh_1	TTC28
GPHN	3.26E-11	0.301953181	0.834	0.74	5.43E-07	Inh_1	GPHN
PCDH11X	6.20E-11	0.500283314	0.437	0.29	1.03E-06	Inh_1	PCDH11X
GNAS	1.30E-10	0.463502481	0.335	0.198	2.16E-06	Inh_1	GNAS
CLVS1	1.39E-10	0.563589373	0.251	0.137	2.31E-06	Inh_1	CLVS1
PDE4B1	1.40E-10	0.303343777	0.638	0.471	2.32E-06	Inh_1	PDE4B
AKAP6	1.84E-10	0.298655704	0.7	0.572	3.06E-06	Inh_1	AKAP6
SUSD4	2.91E-10	0.496544989	0.277	0.157	4.84E-06	Inh_1	SUSD4
CACNG2	3.53E-10	0.419568536	0.292	0.167	5.87E-06	Inh_1	CACNG2
DSCAML1	6.69E-10	0.394969895	0.452	0.301	1.11E-05	Inh_1	DSCAML1
ZNF804B	6.93E-10	0.519572252	0.309	0.183	1.15E-05	Inh_1	ZNF804B
CCDC85A1	7.21E-10	0.449164586	0.362	0.229	1.20E-05	Inh_1	CCDC85A
SOBP	8.33E-10	0.424097061	0.475	0.345	1.39E-05	Inh_1	SOBP
GPR1581	1.70E-09	0.444955691	0.391	0.265	2.82E-05	Inh_1	GPR158
AUTS2	1.86E-09	0.269501178	0.857	0.768	3.10E-05	Inh_1	AUTS2
GAB2	2.33E-09	0.437815812	0.3	0.179	3.88E-05	Inh_1	GAB2
KCNC2	7.10E-09	0.382369319	0.397	0.265	0.000118116	Inh_1	KCNC2
BICD1	7.23E-09	0.332709128	0.466	0.329	0.000120348	Inh_1	BICD1
ZMAT41	7.43E-09	0.560344545	0.367	0.251	0.000123594	Inh_1	ZMAT4
SLC25A12	7.74E-09	0.377885707	0.507	0.379	0.00012871	Inh_1	SLC25A12
SLCO3A1	9.49E-09	0.425067836	0.324	0.206	0.00015795	Inh_1	SLCO3A1
SYT14	1.74E-08	0.401937465	0.394	0.273	0.000289086	Inh_1	SYT14
MYRIP1	2.25E-08	0.385903412	0.545	0.42	0.000374082	Inh_1	MYRIP
ERC1	2.91E-08	0.322047228	0.551	0.428	0.000483924	Inh_1	ERC1
CDH41	4.44E-08	0.538880902	0.341	0.233	0.000738824	Inh_1	CDH4
CDH132	4.68E-08	0.345061006	0.501	0.354	0.000779154	Inh_1	CDH13
PPP1R13B	4.83E-08	0.450287658	0.364	0.253	0.000803317	Inh_1	PPP1R13B
FHOD3	6.73E-08	0.373407164	0.35	0.229	0.001119512	Inh_1	FHOD3
GPR137C	6.90E-08	0.409970997	0.309	0.197	0.001148324	Inh_1	GPR137C
OSBPL1A	1.60E-07	0.425304774	0.437	0.335	0.002655399	Inh_1	OSBPL1A
RUNDC3B	1.87E-07	0.340642215	0.324	0.212	0.003113677	Inh_1	RUNDC3B
PRKCA1	2.01E-07	0.355725917	0.531	0.423	0.003350808	Inh_1	PRKCA
KCNH7	2.38E-07	0.32016975	0.592	0.467	0.003956706	Inh_1	KCNH7
CALN12	2.59E-07	0.420187578	0.496	0.392	0.004310439	Inh_1	CALN1
TNKS	3.42E-07	0.366232229	0.426	0.311	0.005684002	Inh_1	TNKS
AHI1	3.58E-07	0.266329801	0.714	0.59	0.00594813	Inh_1	AHI1
GSE1	3.71E-07	0.37855619	0.283	0.177	0.006167493	Inh_1	GSE1
ST8SIA5	3.72E-07	0.387665201	0.3	0.196	0.006188703	Inh_1	ST8SIA5
ATP1B1	4.18E-07	0.476047876	0.289	0.193	0.006961142	Inh_1	ATP1B1
KLHL29	7.02E-07	0.382851064	0.321	0.216	0.011676601	Inh_1	KLHL29
SRRM4	7.86E-07	0.305523096	0.519	0.396	0.013069533	Inh_1	SRRM4
SH3D19	1.24E-06	0.317447774	0.289	0.187	0.020562778	Inh_1	SH3D19
CCDC91	1.33E-06	0.376390104	0.37	0.272	0.022050833	Inh_1	CCDC91
CEP112	1.64E-06	0.3874504	0.312	0.212	0.027265728	Inh_1	CEP112
ZSWIM5	2.17E-06	0.349186025	0.303	0.207	0.036179893	Inh_1	ZSWIM5
MAPK41	2.40E-06	0.294150832	0.329	0.22	0.039953794	Inh_1	MAPK4
SLC2A131	2.78E-06	0.275693547	0.499	0.382	0.046168661	Inh_1	SLC2A13
DLGAP41	3.01E-06	0.347668836	0.362	0.263	0.050010041	Inh_1	DLGAP4
FRY	3.06E-06	0.260941787	0.443	0.333	0.050922535	Inh_1	FRY
TNRC18	3.37E-06	0.362831806	0.306	0.211	0.055994429	Inh_1	TNRC18
PDE1C	4.06E-06	0.37346135	0.309	0.212	0.067463657	Inh_1	PDE1C
TPST1	4.93E-06	0.269475366	0.394	0.29	0.08203319	Inh_1	TPST1
FAM172A	5.49E-06	0.278336578	0.464	0.361	0.091401561	Inh_1	FAM172A
AIG1	6.08E-06	0.385718482	0.385	0.292	0.101105728	Inh_1	AIG1
ADRBK2	7.49E-06	0.386183053	0.315	0.223	0.124545329	Inh_1	ADRBK2
GABRB21	7.56E-06	0.261908444	0.519	0.409	0.125818868	Inh_1	GABRB2
PAM	7.60E-06	0.282061478	0.431	0.322	0.126361782	Inh_1	PAM
IMMP2L	7.84E-06	0.360770982	0.434	0.349	0.130426995	Inh_1	IMMP2L
SGCZ	9.10E-06	0.371875054	0.484	0.401	0.151464626	Inh_1	SGCZ
FAM19A5	9.78E-06	0.268387885	0.359	0.257	0.162630576	Inh_1	FAM19A5
MICU1	1.04E-05	0.360591727	0.338	0.245	0.172344611	Inh_1	MICU1
REEP1	1.83E-05	0.344879325	0.254	0.17	0.304824258	Inh_1	REEP1
LARP1	2.33E-05	0.347604659	0.277	0.19	0.388270571	Inh_1	LARP1
FRAS1	3.20E-05	0.418199119	0.271	0.193	0.531884671	Inh_1	FRAS1
TFDP2	4.03E-05	0.309951845	0.306	0.224	0.6698536	Inh_1	TFDP2
CTIF	4.04E-05	0.289877489	0.315	0.228	0.672520058	Inh_1	CTIF
FOXN31	4.31E-05	0.3904939	0.347	0.26	0.716256184	Inh_1	FOXN3
FCHSD2	5.82E-05	0.287442148	0.397	0.305	0.968284612	Inh_1	FCHSD2
KCNQ52	6.36E-05	0.319224208	0.77	0.741	1	Inh_1	KCNQ5
APP	6.58E-05	0.262091645	0.504	0.423	1	Inh_1	APP
SMARCA21	8.94E-05	0.303339365	0.385	0.302	1	Inh_1	SMARCA2
PDE10A1	9.24E-05	0.253162053	0.525	0.425	1	Inh_1	PDE10A
ZNF292	9.53E-05	0.308317106	0.397	0.318	1	Inh_1	ZNF292
GSK3B	0.000110125	0.287957402	0.332	0.252	1	Inh_1	GSK3B
RTN3	0.000130502	0.256383625	0.501	0.419	1	Inh_1	RTN3
DOK61	0.000133708	0.334463095	0.382	0.307	1	Inh_1	DOK6
KIAA1549L2	0.000184847	0.263754007	0.408	0.322	1	Inh_1	KIAA1549L
IL1RAPL21	0.000236757	0.265375299	0.324	0.235	1	Inh_1	IL1RAPL2
KIF5C	0.000255637	0.274004796	0.399	0.326	1	Inh_1	KIF5C
SH3RF3	0.000265302	0.315547201	0.347	0.272	1	Inh_1	SH3RF3
RASA1	0.000333115	0.273098742	0.309	0.232	1	Inh_1	RASA1
NSF	0.000366089	0.254058239	0.373	0.299	1	Inh_1	NSF
SESTD1	0.00048777	0.287577123	0.254	0.185	1	Inh_1	SESTD1
NEK101	0.000527555	0.310475157	0.286	0.218	1	Inh_1	NEK10
ZBTB161	0.000656121	0.259974932	0.437	0.367	1	Inh_1	ZBTB16
GRAMD1B	0.000734017	0.344925112	0.257	0.193	1	Inh_1	GRAMD1B
C16orf45	0.00098347	0.31814809	0.3	0.236	1	Inh_1	C16orf45
NEDD4L1	0.001047306	0.258442286	0.382	0.313	1	Inh_1	NEDD4L
TIAM1	0.001107226	0.253108257	0.364	0.293	1	Inh_1	TIAM1
OSBPL8	0.00129624	0.292561177	0.265	0.2	1	Inh_1	OSBPL8
FRRS1L	0.001315639	0.254821323	0.268	0.204	1	Inh_1	FRRS1L
STOX21	0.001447184	0.280153492	0.338	0.276	1	Inh_1	STOX2
PEX5L	0.001660952	0.254108242	0.481	0.415	1	Inh_1	PEX5L
CUL5	0.001667374	0.268023097	0.254	0.194	1	Inh_1	CUL5
EXT11	0.002262623	0.286032693	0.417	0.367	1	Inh_1	EXT1
LRFN21	0.002425401	0.304379777	0.318	0.256	1	Inh_1	LRFN2
GIGYF2	0.002896917	0.272570097	0.262	0.204	1	Inh_1	GIGYF2
SPAG161	0.003496201	0.256060616	0.294	0.233	1	Inh_1	SPAG16
PPM1H	0.006209107	0.3027389	0.259	0.209	1	Inh_1	PPM1H
GRIK1	8.79E-259	2.673356745	0.98	0.245	1.46E-254	Inh_2	GRIK1
SST	1.74E-205	1.620370728	0.36	0.015	2.89E-201	Inh_2	SST
KIF26B	5.28E-198	1.908422144	0.818	0.171	8.79E-194	Inh_2	KIF26B
NXPH1	7.34E-176	1.622075406	0.785	0.152	1.22E-171	Inh_2	NXPH1
SPOCK31	5.63E-173	1.784342528	0.842	0.215	9.36E-169	Inh_2	SPOCK3
KIAA1217	1.44E-159	1.647215774	0.95	0.369	2.39E-155	Inh_2	KIAA1217
GRIK3	8.71E-153	1.507213931	0.65	0.116	1.45E-148	Inh_2	GRIK3
SYNPR1	2.51E-143	1.469207067	0.809	0.208	4.18E-139	Inh_2	SYNPR
GRIP11	2.64E-132	1.315259229	0.967	0.423	4.39E-128	Inh_2	GRIP1
ROBO21	1.62E-129	1.319530318	0.993	0.804	2.69E-125	Inh_2	ROBO2
NRXN31	1.28E-128	0.953948642	1	0.917	2.13E-124	Inh_2	NRXN3
LHFPL3	1.05E-105	1.155062521	0.601	0.133	1.74E-101	Inh_2	LHFPL3
XKR4	2.15E-101	1.201438574	0.921	0.503	3.58E-97	Inh_2	XKR4
GRIK21	8.30E-98	1.147791502	0.95	0.632	1.38E-93	Inh_2	GRIK2
TENM31	2.10E-96	1.355199688	0.795	0.32	3.50E-92	Inh_2	TENM3
GRID21	1.92E-94	1.352908544	0.904	0.546	3.20E-90	Inh_2	GRID2
RBFOX11	8.38E-91	0.679905172	1	0.96	1.39E-86	Inh_2	RBFOX1
ROBO11	2.91E-90	1.379659431	0.838	0.414	4.84E-86	Inh_2	ROBO1
KCNIP11	4.15E-82	1.173265727	0.538	0.132	6.90E-78	Inh_2	KCNIP1
PLCH1	1.14E-81	1.116567645	0.429	0.083	1.89E-77	Inh_2	PLCH1
SNRPN1	9.06E-79	1.119690681	0.624	0.189	1.51E-74	Inh_2	SNRPN
CNTNAP21	4.07E-77	0.897799882	0.993	0.911	6.77E-73	Inh_2	CNTNAP2
SOX61	4.67E-77	1.09487569	0.667	0.216	7.76E-73	Inh_2	SOX6
PCDH11X1	4.15E-74	1.280819263	0.696	0.273	6.90E-70	Inh_2	PCDH11X
TIAM11	4.64E-73	1.128418205	0.69	0.27	7.72E-69	Inh_2	TIAM1
TENM1	3.54E-72	1.155494007	0.518	0.138	5.89E-68	Inh_2	TENM1
SHISA61	2.35E-71	1.206918414	0.538	0.153	3.91E-67	Inh_2	SHISA6
DLGAP11	1.15E-61	0.609347355	0.987	0.888	1.91E-57	Inh_2	DLGAP1
SLC24A31	1.21E-60	1.029587493	0.495	0.141	2.01E-56	Inh_2	SLC24A3
PTPRM	3.71E-60	0.984362603	0.647	0.24	6.18E-56	Inh_2	PTPRM
ASTN2	6.10E-60	0.995275824	0.815	0.446	1.02E-55	Inh_2	ASTN2
RUNX1T1	1.36E-58	1.065356456	0.65	0.273	2.26E-54	Inh_2	RUNX1T1
GAD11	6.95E-57	0.928720199	0.343	0.073	1.16E-52	Inh_2	GAD1
STXBP6	7.88E-56	0.972015548	0.442	0.122	1.31E-51	Inh_2	STXBP6
GRIN3A	8.47E-56	1.061150722	0.337	0.074	1.41E-51	Inh_2	GRIN3A
GPC6	8.71E-56	1.195583431	0.706	0.36	1.45E-51	Inh_2	GPC6
